sentiment,news
neutral,The repo rate will gradually reach 2 at the end of 2010 accord to NordeaEconomic Outlook
neutral,The report profile 158 company include many key and niche player include major Nonwovens manufacturer such a Ahlstrom Corporation Asahi Kasei Corporation Buckeye Technologies Inc. EI
neutral,The report will be email within 2 business day of an order
neutral,The RME from Telcontar enable the handset to calculate the best route and include support for user-defined route feature navigability and multi-modal routing such a via foot and ferry
neutral,The sale of the food potato business be part of Raisioplan to streamline and clarify it business operation
neutral,The sale price be not disclose
neutral,The sale price be not disclose
neutral,The second variant offer complete final finishing of any select apartment with foreign high quality material Finland Denmark Germany France
neutral,The secondary antenna can also be use for reception of the high power signal of the radar to calibrate the transmission channel of the radar
neutral,The Segu company and PKCPolish unit will form a business service the western EURpean market with annual sale of about hundred m and about 2 500 employee the Finnish companyCEO Harri Suutari say
neutral,The seller include 40 shareholder include Intellibis management employee and other investor
neutral,The seller be EOSS Innovationsmanagement and a group of private individual
neutral,The seller be the founder of the company
neutral,The serial bond be part of the plan to refinance the short-term credit facility
neutral,The share capital of Basware Corporation be 11 720 829
neutral,The share capital of Biotie Therapies Corp. constitute 90 211 860 share in the aggregate and the number of vote right attach to the share amount to 90 211 860
neutral,The share sale to foreign and Finnish investor be expect to raise some EUR 300 m US 380 m
neutral,The share subscription period for stock option 2007 A be between 1 April 2010 and 31 March 2012
neutral,The share represent 4 of total share capital and 2 of total voting right
neutral,The share shall be acquire accord to the Rules of NASDAQ OMX Helsinki and otherwise accord to the rule relate to acquisition of the companyown share
neutral,The share subscribe will be eligible for trade on the following day from the registration
neutral,The size of a cider bottle will remain unchanged
neutral,The solution will now be expand to include all ground staff task
neutral,The start of the negotiation relate to Glastonefficiency program be announce in October
neutral,The study be expect to provide proof of pharmacodynamic activity in human corroborate the safety profile and establish dose range for further therapeutic study
neutral,The subject of the project be provide to the company like Software program and consultancy service Computer-related service Data service Computer support and consultancy service Internet service etc
neutral,The Swedish player become majority owner of UCell in mid-2007
neutral,The talk involve the Food and Ingredients Divisions as well a group service function the company say
neutral,The technology park will be build near St. Petersburg-based Pulkovo airport
neutral,The technology will become available to business from the fourth quarter Nokia say
neutral,The Tecnomen Convergent Charging solution include functionality for prepaid and post-paid billing charging and rating of voice call video call raw data traffic and any type of content service in both mobile and fixed network
neutral,The Tekla Structures 16 installation have be build accord to Microsoftrequirements for the Windows 7 certification the Company add
neutral,The total number of vote right be 74 612 523
neutral,The total restructuring cost be expect to be about EUR 30 m of which EUR 13 m be book in December 2008
neutral,The total service concept also include technology service with which Raute support it customer throughout the entire life cycle of their investment
neutral,The total size of the complex be around 25 000 m 2 and the project will be construct in stage
neutral,The total value of the delivery be some EUR 65 m
neutral,The total value of the order place by Aspo marine transportation subsidiary ESL Shipping be EUR 60 m USD 77 m
neutral,The train be expect to cross the Russian territory in 9 day reach the Vostochny port
neutral,The transaction cover a building lot of 46 763 sq m and factory building of 19 631 sq m. Since the autumn of 2007 when Scanfil discontinue it production operation in Oulu the facility have be partly lease to other party
neutral,The transaction be expect to be finalize by Dec 2009
neutral,The transaction be subject to a final agreement between the party approval of their decision-making body and approval by the Finnish Competition Authority
neutral,The transaction be announce on September 29 when Pohjola Insurance agree to pay EUR 80 m USD 106 m in cash for Pohjantahti
neutral,The turbine be expect to be launch by the end of 2012
neutral,The use of validation rule base enable verify that process rule base manage by different administrator fulfil some set requirement
neutral,The value of the order be about EUR 30 m
neutral,The value of the order be around EUR 100 m
neutral,The value of the order be EUR 2 m
neutral,The value of the order be EUR 4 m
neutral,The value of the order be EUR 700 000
neutral,The value of the order be nearly EUR 400 m
neutral,The value of the order be USD 2 m
neutral,The value of the order be USD 2 m
neutral,The value of the order be about EUR 25 m
neutral,The value of the order be about EUR 70 m
neutral,The value of the order be over EUR 10 m
neutral,The value of the order be over EUR 25 m
neutral,The value of the total investment be about EUR 600 m
neutral,The webcast may be follow online on the company website at www.ruukki.com investor
neutral,The venture recently agree to buy Motorolawireless network business for 1 billion and to deploy LightSquarednational 4 G network
neutral,The vessel be the large and fast ropax vessel in the world that will be build by Fincantieri
neutral,The Whitehall Street Real Estate Funds invest in real estate and real estate relate asset principally through the acquisition of real estate company real property and mortgage loan
neutral,The volume of investment in the two phase of the project be estimate at USD 300 m EUR 215 m
positive,The volume be expect to increase during the next few year
neutral,The world of glass be come to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 Register Now at www.glassworldex.com
neutral,Their name have not yet be release
neutral,There be no substitute to AC drive
neutral,There do not seem to be enough hour in a day for Pekkarinen
neutral,There will be return flight from Stuttgart every morning as well a even departure on Thursdays Fridays and Sundays
neutral,Therefore Phase III of the research will not be conduct by Abbott
neutral,These include software development for internet and mobile telephone content communication value-added software financial service security application system integration and electronics EBRD inform
neutral,These include software development for internet and mobile telephone content communication value-added software financial service security application system integration and electronics
neutral,These module product will be available for trial during 3 Q-07 and for volume delivery during 4 Q-07
neutral,These section will be put into place to form the load-bearing steel structure of the bridge say Sami Eronen Senior Vice President Infrastructure and Northern EURpe Ruukki Construction
neutral,They can be use to control the speed of electric motor use by industry and municipal engineering and in power generation use renewable energy
neutral,They will be sink to a depth of some 360-380 metre and fix to the bottom mud by vacuum
neutral,This amount will not be include in the pensionable salary
neutral,This corrensponds to 4 percent of Okmeticshare capital and voting right
neutral,This correspond to 6 percent of Okmeticshare capital and voting right
neutral,This include a EUR 39 m change in the fair value of investment property
neutral,This will be do domestically and in neighbor market both organically and through acquisition
neutral,This would be a huge process
neutral,Through the new production line at the Novator mill in Veliky Ustjug Vologda Oblast Sveza will change it current 1 m by 1 m birch plywood production target the domestic market to produce 1 m by 3 m overlay birch plywood for the global market
neutral,Through the Nordic Exchange OMX offer access to approximately 80 percent of the Nordic and Baltic security market
neutral,Tiimariregistered share capital be 16 474 755 share a per today
neutral,Tikkurila a division of Kemira group control about 23 of the Russian market in it field and own St. Petersburg paint producer TEX
neutral,TN mean that the handset support TeliaSoneraTelia Navigator global positioning system service
neutral,treatment product in Usa Canada Mexico Australia and Brazil Today Global Research Data Services be go to publish several market analysis about the market for water treatment product in some selected country
neutral,Two of these contract be for turntable anode vibrocompactors that will be deliver to Gansu Hualu Aluminum Co Ltd and another unnamed costumer
neutral,Tyrvaan Sanomat publish twice a week by Tyrvaan Sanomat appear in Sastamala and Kiikoinen
neutral,U.S.-based T Corp. be in talk with Scandinavian telecom company TeliaSonera to sell it stake in Uzbek cellular operator Coscom an executive at Coscom tell Interfax
neutral,Uncertainties still exist however
neutral,Under the contract Ericsson will more than double the number of radio base station in the Elisa network over the coming year
neutral,Under the deal Know IT will pay SEK 90 m USD 12 m-EUR 8 m in cash and stock
neutral,Under the plan which CSES work out together with Public Policy Management Institute PPMI and other partner building with a total area of 10 000 square meter should be build on the territory in the first phase
neutral,UnileverTurun Sinappi that be make in Sweden hold 40 of the market
neutral,Union and company official do not return call yesterday
neutral,UPM be talk to Myllykoskicreditor bank Nordea STO NDA Nordic Investment Bank and Danske BankCPH DANSKE Sampo Bank over a deal the paper say
neutral,UPMaim be to secure Botniastrategic development and investment
neutral,Upon completion of these transaction Metsostake will amount to more than 60
neutral,Upon establishment the plan be direct to approximately 20 person
neutral,Vacon recently announce plan to build it North American headquarters at 5 Business Park in Chambersburg
neutral,Vaisala headquarter in Helsinki in Finland develops and manufacture electronic measurement system for meteorology environmental science traffic and industry
neutral,VaisalaPresent Weather Detector measure visibility up to 20 km as well a precipitation type and intensity
neutral,Water Treatment Products In Australia Today Global Research Data Services be go to publish a market analysis about the market for chemical water treatment product in Australia
neutral,We be now take Marimekko there on a distinctly more significant scale
neutral,What we think
neutral,When the negotiation be start Neste Oil anticipate that 450 people would be affect
neutral,When the product be manufacture in Finland it be also pack in the country
neutral,Why not give your bedroom a cool makeover for summer
neutral,Virala Ab be allocate by the Board of Directors an amount of EUR 1 9 m which be EUR 0 25 m low than maximum announce on 12 30 2010
neutral,With five different game modes co-op tournament 4 player split-screen and multiplayer mode player can have as much fun a they would if they be actually fish
neutral,With sale of 12 billion over the last twelve month end October 2010 and over 9 200 store in 35 state Dollar General be the nationlargest small box discount retailer
neutral,With the U.S. Federal Government put a stake in the ground vendor and their customer be focus on meet the deadline
neutral,With this the company will exit the contract manufacture service segment
neutral,Von Koskull will oversee a new unit of Nordea which bring together corporate merchant bank financial institution and capital market product division
neutral,Votorantim Celulose e Papel VCP be part of the Votorantim Group a major Brazilian conglomerate
neutral,YIT acquire investment right to a 10 000 square metre residential project in Yaroslavl and to a 16 400 square metre project in Moscow
neutral,YIT CORPORATION SEPT. 24 2007 at 13 30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YITCAPITAL MARKETS DAY IN LONDON SEPT. 26 2007 On Wednesday September 26 2007 YIT will hold a Capital Markets Day for investor and analyst in London
neutral,YIT Kausta will build commercial and residential highrises in Virsuliskes area
neutral,You re not alone
neutral,Munich 14 January 2008 BAVARIA Industriekapital AG close the acquisition of Elcoteq Communications Technology GmbH in Offenburg Germany with the approval of the
neutral,Cash flow from operate activity before investment be EUR 0 -1 m
neutral,Cash flow from operate activity before investment be EUR 7 m EUR 2 m
neutral,Christine Idzelis EQT Partners shed Salcomp Swedish financial investor EQT Partners be sell a majority of it stake in mobile phone charger manufacturer Salcomp to Nordic investment company Nordstjernan AB
neutral,Profit before tax be EUR 105 82 m
neutral,The Group -cumulative sale during the review period be EUR 48 m EUR 53 m 1-9 2007 and profit before tax be EUR 1 1 m
neutral,The Group -profit before tax be EUR 0 2 7 8 m
neutral,The Group -sales during the period be EUR 31 m EUR 36 m 1-6 2007 and profit before tax be EUR 0 1 m
neutral,Compagnie de Financement Foncier Is to issue a benchmark 10 year cover deal in EURs
neutral,The company continue the development of a fully human antibody in it VAP-1 antibody program
neutral,The profit after tax be EUR 57 11 m
neutral,Westpac Banking Corp Is to issue a benchmark 3 year FRN deal in EURs
neutral,Because we re a pension insurance company we re require to diversify and not put too much in one asset class
neutral,Lemminkainen Talo Lahti office be a significant logistics and business premise constructor
neutral,Marimekko aim to expand it distribution network primarily by increase the number of concept store and shop-in-shops
neutral,Marimekko operate in an industry in which change in the business climate be reflect in consumer demand
neutral,Over the year the color orange have become synonymous with quality
neutral,The enterprise value of the Fray Bentos pulp mill and Forestal Oriental total approximately EUR 1 billion UPM say
neutral,The new unit be a major investment in the Finnish medium scene
neutral,These development partly reflect the governmenthigher activity in the field of dividend policy
neutral,This agreement be a direct result of LCCstrategy and plan that be announce earlier this year say Dean Douglas LCCchief executive officer
neutral,This could be u
neutral,We be sell an information system development business to the Finns
neutral,We have a group of 120 volunteer make up of Digicel employee who will manage the distribution Over the next week they will distribute the 19 000 tent to more than 150 organization Digicel Haiti CEO Maarten Boute say
neutral,We have come out with a decision which be base on our preliminary economic operational and environmental finding Karvinen say
neutral,1 April 2011 Finnish machinery rental company Ramirent RMR 1 V say today it have acquire the asset of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum
negative,18 March 2010 A leakage in the gypsum pond be detect today at the Talvivaara mine
positive,7 March 2011 Finnish IT company Digia DIG 1 V announce today an agreement with mobile-phone major Nokia NOK 1 V to acquire the commercial licensing and service business relate to NokiaQt technology
neutral,8 600 m and at the time of investment it be fully lease to several tenant
neutral,A filter be use to pre-process packet to determine if they need to be far process by the processor of the network device
positive,A profit be still on target
neutral,A spokeswoman for the Italian fashion house decline comment on the settlement
neutral,A total EUR 73 m will be provide a secured senior three-year debt from the syndicate involve Pohjola Bank POH 1the Finnish arm of Nordea Bank AB STO NDA and Sampo Bank SAMAS
negative,A total of 140 job will be reduce at the Raahe Steel Works
neutral,A total of 15 000 new Citycon share with a nominal value of EUR 1 per share be subscribe between 17 and 23 March 2006 exercise the A-B-C option base on the companystock option plan 1999
neutral,A total six of the polled analyst rat M-real two give buy accumulate three give hold and only one give sell
neutral,ABN 59 087 901 620 now represent 5 of the voting right and share capital of Citycon
positive,According to Finnish Aktia BankManaging Director Jussi Laitinen the bankaim be to triple the number of it customer in Finland in the next five year
neutral,According to Finnish financial service group SampoCEO Bj rn Wahlroos Danish Danske Bankacquisition of Sampo Bank for EUR 4 bn be the large cash deal in Finlandeconomic history
neutral,According to Finnish L nnen TehtaatCEO Matti Karppinen now that L nnen Tehtaat have sell the majority of it feed and grain business it will quickly start to look for acquisition
neutral,According to Finnish Scanfilfounder and chairman of the board Jorma J. Takanen the company have to look for growth abroad
neutral,Finnish property investment company Citycon will expand and refurbish kersberga shop center in Stockholm in Sweden
neutral,After non-recurring item of EUR 177 m profit amount to EUR 20 m
neutral,After the acquisition Baswarepreliminary pro forma net sale for 2005 amount to EUR 52 m and preliminary pro forma operating profit amount to EUR 7 m
neutral,After the sale Outokumpushare of the technology unit will be reduce to some 12-20 percent
neutral,After the transaction Danske Bank become an equal player with Nordic bank group Nordea in the Nordic country
neutral,Ahlstrom headquarter in Helsinki Finland be a global company involve in the development manufacture and marketing of high performance fibre-based material
neutral,Ahlstrom headquarter in Helsinki Finland be a global leader in the development manufacture and marketing of high performance fibre-based material
neutral,Ahlstrom Corporation Anne Pirila Director Financial communication Distribution Helsinki Stock Exchange Main medium Ahlstrom in brief Ahlstrom be a leader in the development manufacture and marketing of high performance fiber-based material
neutral,Ahlstrom Corporation Seppo Parvi CFO Distribution Main medium www.ahlstrom.com Ahlstrom in brief Ahlstrom be a global leader in the development manufacture and marketing of high performance nonwovens and specialty paper
neutral,Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7 at 10 A total of 56 955 new share of Ahlstrom Corporation have be subscribe with option right under the companystock option program I 2001 and II 2001
neutral,Aldata Solution a global company engage in supplier to consumer business process optimization have announce the detail of it Dollars for Dinosaurs program
neutral,Aldata Solution Thomas Hoyer CFO More information Aldata Solution Thomas Hoyer CFO tel 358 45 670 0491 Aldata in brief Aldata Solution be one of the global leader in supply chain software for retail wholesale and logistics company
neutral,ALEXANDRIA Va. March 20 Patrik Flykt and Timo Alakoski both of Helsinki Finland and Tapio Suihko and Nadarajah Asokan both of Espoo Finland have develop a method of mobility support of Internet-type protocol traffic in a communication system
neutral,ALEXANDRIA Va. Nov. 19 Erkki Aho Elimaki Finland have develop a method and apparatus in conjunction with a shoe press
neutral,ALEXANDRIA Va. Nov. 5 Risto Kontturi of Rajamaki Finland and Jari Ylinen of Hyvinkaa Finland have develop an automate transportation system with a user-controlled transport selection
neutral,All depend on financing
neutral,Almost two third of Olvinet sale come from outside Finland
neutral,Also CBA be to issue a benchmark 10 year fix rate deal in EURs
neutral,Amanda Capital have investment in 22 private equity fund and in over 200 unquoted company mainly in EURpe
neutral,Among other industrial stock Metso add 0 to 40 EUR Wartsila B be down 0 at 47 EUR and Rautaruukki K be 1 low at 37 EUR
neutral,Among paper issue Stora Enso R be little change up 0 at 12 EUR UPM-Kymmene be 0 high at 18 EUR and M-real B add 0 to 3 EUR
neutral,An Android app will be come soon
neutral,An Apple spokeswoman say the company decline to comment
neutral,Analysts survey by Thomson Financial expect revenue of 69 m for the quarter
neutral,Around 250 of these reduction will be implement through pension arrangement
neutral,Around 50 percent of the worldro-ro fleet be over 25 year old and need to be scrap for environmental reason
neutral,As a consequence of the merger the number of administration personnel at the factory will be reduce by six
neutral,As a result the number of personnel in Finland will be reduce by 158
negative,As a result some 20 person will no longer be need
neutral,As much biomass will be use a can be source locally with the rest of the plantfuel need meet by peat
neutral,As part of the transaction the nekoski paper mill remain in M-realownership and continue Galerie Art production for Sappi under a long-term contract
positive,ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 2006 at 10 00 a.m. An increase in the share capital of Aspo Plc total EUR 1 125 be register today
neutral,AspoGroup structure and business operation be develop persistently without any predefined schedule
neutral,Aspocomp Group headquarter in Helsinki Finland develop interconnection solution for the electronics industry
neutral,Based in Helsinki Finland Ramirent have branch in 13 Nordic central and Eastern EURpean country
neutral,Based on the 2005 calendar year the combine company have EUR 15 bn in pro forma annual revenue and be expect to start operation with 60 000 employee
neutral,BAVARIA Industriekapital AG2006 revenue be EUR 333 m with an EBITDA of EUR 51 m
negative,Biohit say that it will reduce the number of lease personnel by 10 and lay off 10 of it own personnel
neutral,BM 4 middle layer headbox will be equip with a dilution control system
neutral,Boomerang Boats have net sale of EUR 4 m and it make an operating profit of EUR 0 m in 2006
neutral,By the end of 2006 the number of joint branch office will total 170
neutral,Cameco typically price sale contract use a 40 60 ratio of fixed price and spot price
neutral,CapMan the Stockholm-headquartered private equity firm have hold a first close on it second private equity real estate fund a it continue it push into the property sector
neutral,Cargotecbusiness area also include the container handle solution business area Kalmar and the marine cargo handling and offshore load handle solution business area MacGREGOR
neutral,Cargotecsales total EUR 3 billion in 2008 and it employ approximately 11 000 people
neutral,Cargotec will also move Hallberg-Ivarssonservice and installation business under the same roof with it service center for Kalmar and MacGregor solution in Gothenburg
neutral,Citigroup Inc NYSE C Deutsche Bank NYSE DB and Pohjola Bank be lead manager for the sale
neutral,Coffee will be serve start at 14 30 EET as well a after the event
neutral,Combined net sale in 2006 be 27 m and EBITDA be 13 m
neutral,Combined with the Basware Enterprise Purchase to Pay portfolio it provide a high level of automation for procurement and invoice workflow
neutral,Commenting on the deal Shane Lennon SVP of Marketing Product Development at GyPSii say
positive,Comparable net sale be expect to increase more than 10 in 2008 in line with group target
neutral,Componenta have production line for similar-sized product at Karkkila in Finland at Weert in the Netherlands and at Orhangazi in Turkey and these have a combine output of approximately 100 000 tonne and net sale of EUR 135 m in 2007
neutral,Componenta will also offer a five-year subordinated loan for subscription by the public
neutral,CS Cabotmain consumer on the Czech and Slovak market be tire producer Barum Continental and Matador Continental
neutral,Curators have divide their material into eight theme
neutral,Currently 95 of Trainers Houserevenues be attribute to the Finnish market
neutral,Currently the company use eight similar reach stacker and four empty container handler by Konecranes
neutral,Currently Alfred A Palmberg be put the finishing touch to one of Finlandbiggest ever re-plumbing and bathroom refurbishment project also in the district of Vuosaari
neutral,Currently Glaston employ approximately 1 500 person
neutral,Currently it operate a fleet of eight carrier as well a nine pusher and barge
neutral,Customers include hotel and restaurant as well a wholesaler and some retailer
neutral,Customers wave card in front of the reader to make payment similar to touch and go card use in transport system
neutral,Deliveries will start in the second half of 2007 and the start-up of the mill be schedule for 2008
neutral,Delivery be expect to take place later this month
neutral,Deutsche Beteiligungs as well a a private equity fund it manage first buy 75 of MCE in a secondary buyout from White Plains N.Y. financial investor Andlinger Co. in 2007
neutral,Earnings per share EPS in 2005 amount to a loss of EUR 1
neutral,Earnings per share EPS in the first quarter amount to a loss of EUR 0
neutral,Economic development in China be no longer take place only on the East coast and in the Shanghai area Vauramo say
neutral,Eero Katajavuori currently Group Vice President Human Resources will take a year-long sabbatical start from October 1 2010
neutral,Elcoteq expect it net sale for the last quarter of 2010 to be on the level of the third quarter
neutral,Elcoteqglobal service offer cover the entire lifecycle of product from product development to after-market service
neutral,ENP Newswire 22 March 2011 Release date 21032011 A total of 13 000 Talvivaara Mining Company Plcnew share be subscribe for during the period between 1 January 2011 and 28 February 2011 under the companystock option right 2007 A
neutral,EQ Bank forecast Olvinet sale at EUR 67 m in the second quarter of 2009 and operate profit at EUR 6 m
neutral,Established in 1989 CapMan manage Nordic buyout mezzanine technology life science and real estate fund with approximately EUR 3 billion 4 billion in total capital
neutral,EUR 152 m of this be net interest income
neutral,Exelboard of director will propose a dividend of 0 EUR 0 per share for 2006 at the annual general meeting on April 19 2007
neutral,Financing of the project will come mainly from China
neutral,Finnish component supplier Componenta Corporation OMX Helsinki CTH 1 V say on Monday 16 June that it be change it pricing cycle due to the increase of raw material price
neutral,Finnish construction company YIT YTY 1 V say it have agree to take over German facility engineering and facility system firm Caverion for EUR 73 m USD 90 m
neutral,Finnish fiber and plastic producer Suominen Corporation OMX Helsinki SUY 1 V report on Wednesday 22 October an operating loss of EUR 0 m on net sale of EUR 55 m for the third quarter of 2008
neutral,Finnish Neste Oil that be previously on the list have fall off the list completely
neutral,Finnish silicon wafer technology company Okmetic OMX Helsinki OKM 1 V say on Wednesday 17 September that it will invest EUR 6 m in it sensor wafer business during 2009
neutral,Finnish silicon wafer maker Okmetic say on September 17 2008 that it will invest a total of 15 m EUR 21 m in it sensor wafer business
negative,Finnish sport equipment company Amer Sports say it have decide to lay off 370 worker from it Salomon division in France
neutral,Fiskars be also engage in the global supply of marine and energy equipment solution and service through it associate company Wartsila Corporation
neutral,Fiskars R found in 1649 be one of the old company in the world and be the large manufacturer of lightweight stainless steel scissors in the U.S.
neutral,FL Groupprivate equity division manage all operating company include Icelandair Group FL Travel Group Bluebird and Sterling
neutral,Following the acquisition Panostaja will establish a new business unit which will focus on heat treatment of metal
neutral,Following the demerger the vice president of the grouppharmaceutical trade in Finland Jukka Niemi will be appoint manage director of Oriola in addition to his current responsibility
neutral,Following the divestment FiskarsOutdoor unit will comprise the brand Gerber Silva and Buster and will focus on multi-tools knife compass mobile light pedometer and aluminium boat
neutral,Following the issue the number of share in the Swedish company will grow by 9
neutral,Following the transaction Tulikivi restructure it operation into the Soapstone Fireplaces Business Natural Stone Product Business and Ceramic Products Business unit
neutral,For 2009 net profit be EUR 3 m and the company pay a dividend of EUR 1 apiece
neutral,For 2009 net profit be EUR 3 m and the company pay a dividend of EUR 1 apiece
neutral,Fortum be now consider take part in nuclear energy project outside of Finland
neutral,From 2003 on the emphasis of Kyrostrategy have be on Glastongrowth
neutral,Garmin fell 4 percent to 34 at 1 33 p.m. in New York while Google slide 0 percent at 576
neutral,GE be build the facility with wind power developer Invenergy Wind LLC
neutral,Glaston headquarter in Tampere Finland be a grow and international glass technology company
neutral,Group net sale in the third quarter of 2007 total EUR 142 m and operating profit EUR 4 m
neutral,GS Engineering will install the valve at a liquefied natural gas LNG plant it have build for UAE LNG extraction and gas plant operator GASCO in Ruwais UAE
neutral,GUANGDONG October 26 SinoCast Nokia Telecommunications Dongguan branch enter into a letter of intent to open a Nokia Class in Qingyuan Polytechnic Qingyuan City of Guangdong Province
neutral,He join Technopolis from KONE where he have hold various position within the Group most recently a Director of Service Business and Business Development for KONEMiddle Eastern operation
neutral,High wind also topple three semi-trailers on I-15 north of Barstow
neutral,HK Ruokatalotarget be to know the consumer
neutral,Honkarakennecustomer in this project be one of the big real estate company in Kazakhstan accord to the company
neutral,However the production be almost entirely very labor intensive and base on small investment only
positive,In 2006 the company intend to invest significantly in expand it distribution and maintenance network
neutral,In 2007 Etteplan have turnover of EUR 125 m
neutral,In 2007 the Groupnet sale stand at EUR 42 m and it have about 1 445 employee
neutral,In 2007 Etteplan report a turnover of EUR 125 m
neutral,In 2008 AVC Systemhaus have net sale of EUR 10 m USD 7 m
neutral,In 2008 Stockmann earn 3 m lat in profit on 48 m lat in turnover
neutral,In 2010 Sanoma Magazines expect net sale to be at the 2009 level
neutral,In addition the company be consider the start of production in Russia
negative,In addition the company will reduce a maximum of ten job
neutral,In addition the Kazakh delegation will visit FinlandSITRA investment fund Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSCactivities
neutral,In addition to it stake in MegaFon Telecominvest currently own 100 of share in Web Plus and St. Petersburg Payphones 51 in telecom equipment producer Peter-Servis and a number of other minor asset
positive,In addition to Russia we now seek additional growth in Ukraine
neutral,In addition to software development the new design unit will provide for mechanical engineering and electronics design
neutral,In addition to verification of an identity and digital signature new state-approved Mobile ID enable to cast vote in election a well
neutral,In April 2010 Olvirange of cider will expand with a strawberry-rhubarb and an apple-pear cider in green bottle with a new shape
neutral,In April-June 2008 Scanfilnet sale total EUR 58 m and operating profit EUR 6 m
positive,In banking Sampo A be unchanged at 14 EUR and Nordea rise 0 to 9 EUR
neutral,In Finland Alma Media will focus on quality and develop chain operation
neutral,In Finland the five large brand control 90 of the beer market
negative,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki ORNAV say on Wednesday 7 January that it have conclude it personnel negotiation in Finland and will reduce the number of personnel by 205
neutral,In July it and Quadriga Capital sell their Lewa GmbH pump-making business to JapanNikkiso Co.
neutral,In November the Finnish government decrease it ownership in the company far to 31 percent from 38 percent
neutral,In Sweden the agreement cover data communication service as well
neutral,In the automobile space Maruti be the most searched brand in car
positive,In the autumn it plan to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg Russia fly there three time a week
neutral,In the beginning of the negotiation the estimated number of reduction be 50 at the maximum
neutral,In the Czech Republic the profiling unit at Ostrava will be close and the machinery will be relocate to Ruukkibigger plant in Hungary Poland and Romania by the end of the first quarter of 2009
neutral,In the Czech Republic the small profiling unit at Ostrava will be close and the machinery will be gradually relocate to Ruukkibigger plant in Hungary Poland and Romania by the end of the first quarter of 2009
neutral,In the first quarter of 2008 Sacanfilnet sale total EUR 50 m and it operating profit EUR 4 m
neutral,In the third quarter of 2007 net sale total EUR 25 m and operating profit EUR 3 m
neutral,Incap Contract Manufacturing Services Pvt Ltd a subsidiary of Incap Corporation of Finland be acquire the manufacture unit of the TVS Electronic Ltd at Tumkur near Bangalore for Rs 40 crore
neutral,Inha Works have invest in it product development and market research
neutral,It come complete with an LCD touch screen system for selection of your chosen function and price start at around the pound 4 805 mark
neutral,It grow in Finland Norway Denmark and the Baltic country
neutral,It include option for additional 30 communal building site as well a construction supervision work for all construction site
neutral,It be be develop by Symbian the software license consortium lead by Nokia
neutral,It be estimate that the consolidated turnover of Kausta Guder will reach Lt 53 m US 22 m EUR 15 m in 2007
neutral,It be the first application in the market for invoice and purchase requisition approval with a mobile device
neutral,It now own 80 565 share in Amer Sports Corporation equal 0 of the companyshare capital and voting right
neutral,It post a turnover of 4 m EUR 6 m and an operating profit of 1 m EUR 2 m for 2006
neutral,Ixonos will finance the acquisition through a 3 m EUR 5 m loan
neutral,J rvi-Suomen Portti be also plan to reduce the use of sodium nitrite
neutral,Karachi Sept. 14 Ixonos a world leader in the development and integration of solution for handheld device announce that it be implement a touch screen mobile user interface solution for the Intel Atom processor Z 6 xx base smartphones
neutral,Kauko-Telkocentralized administration will be dissolve and appropriate part of it will be transfer to operate activity and Group administration by the end of the year
neutral,KemiraR D organization comprise approximately 750 people the company say
negative,Konecranes have previously communicate an estimate reduction of about 1 600 employee on group level in 2009
neutral,L T also acquire a 50 stake in local sector company Salvor at the beginning of September 2007
neutral,Laavainen say Benecol be well know in EURpe and the US where it have be in the market for 15 year
neutral,Latin America currently account for approximately 40 of sale at Tecnotree company president and CEO Eero Mertano recently tell BNamericas
positive,Latvenergo have order a significant expansion to the Tekla Xpower network information system
neutral,LCSservices cover the whole life cycle of software and information system from process modelling and tailor software development to host service solution management maintenance and support
positive,Lemcon have also sign a pre-contract for the purchase of the parkentire 130-hectare site
neutral,Lieksaare have early be regard under the control of Saarelainen and the individual shareholder under the shareholder agreement
neutral,Liquid handling product include electronic and mechanical pipette disposable tip as well a pipette maintenance and calibration service for research institution healthcare and industrial laboratory
neutral,ADP News Jan 13 2009 Finnish industrial and environmental measurement equipment maker Vaisala OMX VAIAS say yesterday it will develop an operational reference radiosonde for climate change observation
neutral,ADPnews Dec 23 2009 Norwegian financial service group SpareBank 1 Gruppen AS OSL SBGRP say it board of director appoint today Jarle Haug manage director of it claim collection subsidiary SpareBank 1 Gruppen Finans
neutral,M kel be demand a new Board for the company as well a discussion on the merger of Alma medium and medium company Talentum
neutral,Marathon estimate the value of it remain stake in Protalix at 27 m
neutral,Margin call of Zanadvorov have give the chance to make such purchase under the credit of Deutsche Bank for USD 560 m
neutral,Marimekko be consider further measure in the matter
neutral,Marketing will use Tikkurilaexisting infra structure and local knowledge in Russia
neutral,Metsaliitto will sell 1 m B share of Neomarkka accounting for about 18 of Neomarkkaequity and about 12 of the voting right
neutral,Moreover Konecranes and Kito intend to transfer the hoist distribution business of Konecranes Japanese joint venture MHS Konecranes to Kito
neutral,Most of the growth in beer consumption take place in the Far East Latin America and Africa
neutral,Most of the new substation support EDGE technology which enable fast data traffic
